접수일,처리부서,접수번호,청구제목,청구내용,결정구분,처리기간
2024-07-28,도담군 건축허가과,FOI-2024-00072,가온로 보행구간 인접 대지 불법 Partial 철거 후 재건축 허가 처리 과정에 관한 청구 (72호),"가온로 보행구간 옆 대지에서 Partial 철거 후 재건축 허가 신청 시 처리 기간과 허가 조건, 그리고 불법 공사로 조사된 경위를 요청합니다. 보행자 안전과 관련된 허가 과정의 투명성이 중요합니다.",공개,2
2024-08-23,라온군 건축허가과,FOI-2024-00073,미래복합센터 인근 공동주택 불법 주차장 확장 부분 구조 안전성 평가 결과에 관한 청구 (73호),미래복합센터 인근 공동주택에서 건축허가 없이 확장한 지하 주차장 부분에 대한 구조 안전성 평가 결과와 시정 요구 내용을 요청합니다. 고령 부모님이 거주하는 단지 주변 안전이 걱정됩니다.,부존재,10
2025-04-23,도담군 도시계획과,FOI-2025-00074,샘물동 생활권 내 공가 관리 상태 및 불법 점유 단속 현황에 관한 청구 (74호),"샘물동 생활권 내 공가로 방치된 건물에 대한 관리 상태 점검 결과와 불법 점유 단속 경위, 그리고 향후 조치 계획을 알려주세요. 지역 주거 환경 안전과 직결되는 사안입니다.",부분공개,13
2024-01-23,도담군 건축허가과,FOI-2024-00075,새봄역 환승구역 주변 불법 투기Advertisement 설치 건축물 경관 위반 행정처분 내역에 관한 청구 (75호),"새봄역 환승구역 주변 건물에서 건축허가 없이 설치한 대형 투기Advertisement에 대한 허가 신청 이력, 경관 위반 판단 근거, 그리고 부과한 과태료 금액을 요청합니다. 환승구역 경관 개선이 필요합니다.",공개,5
2025-11-30,미래군 안전총괄과,FOI-2025-00076,세움산업단지 가동시간 변경에 따른 소음 영향 조사 요청 (76호),"최근 세움산업단지의 야간 가동이 증가하면서 새벽 4시경부터 기계음이 발생하고 있습니다. 맞벌이 가구로서 자녀의 등교 준비와 수면 시간이되고 있어, 산업단지의 가동시간 제한 실시 여부와 소음 측정 결과를 요청합니다.",공개,4
2024-05-09,가람시 새빛구 환경위생과,FOI-2024-00077,가온로 보행구간 불법주정차으로 인한 대기오염 실태 파악 (77호),가온로 보행구간 일대에서 화물차량의 장시간 주정차가 빈번하여 미세먼지 농도가 높게 측정되고 있습니다. 보행자 안전과 대기질 개선을 위해 해당 구간의 차량 주정차 실태 조사 결과와 대기오염 측정 데이터를 공개해 주시기 바랍니다.,공개,7
2024-01-09,너울시 물빛구 안전총괄과,FOI-2024-00078,새빛시장 주변 음식물 폐기물 처리 현황 및 악취 측정 결과 (78호),새빛시장 주변에서 음식물 폐기물 처리 부적지로 인한 악취 문제가 지속되고 있습니다. 시장 내 폐기물 수거 일정에 대한 자료와 최근 6개월간 악취 측정 결과를 요청하여 주민들의 건강 피해를 확인하고자 합니다.,부분공개,12
2022-05-24,가람시 열린구 안전총괄과,FOI-2022-00079,한울초 주변 통학로의 공사장 소음·분진 피해 대응 현황 (79호),한울초 주변 통학로에서 진행 중인 공사장으로 인해 공사장 소음과 분진으로 학생들의 통학에 불편이 발생하고 있습니다. 공사 기간 중 소음·분진 저감 이행 여부와 피해 접수 내용을 알려주시기 바랍니다.,부분공개,6
2023-06-26,새봄시 한울구 안전총괄과,FOI-2023-00080,도담천 산책로 사업장의 야간 소음 실태 및 측정 기록 (80호),도담천 산책로에 인접한 사업장에서 야간 음압 발생으로 산책객과 인근 주민들이 불편을 겪고 있습니다. 최근 1년간 해당 사업장 주변의 소음 측정 결과와 단속 이력을 요청합니다.,공개,8
2022-08-10,새봄시 한울구 환경위생과,FOI-2022-00081,샘물동 생활권 공장 배기가스 배출허용기준 초과 이력 조회 (81호),"샘물동 생활권 내에 소재한 일부 공장에서 배기가스 배출허용기준을 초과한다는 주민 신고가 있었습니다. 해당 사업장에 대한 환경개선명령 발부 내역과, 행정 현황을 알려주시기 바랍니다.",공개,11
2022-01-29,가람시 새빛구 환경위생과,FOI-2022-00082,누리버스 정류장 근처 폐기물 매립 현장의 토양오염 조사 결과 (82호),누리버스 정류장 근처 야적된 폐기물 매립 현장에서 이상 냄새와 지표수 변색 문제가 reported되고 있습니다. 해당 부지의 토양 및 지하수 오염 조사 결과와 처리 계획을 요청합니다.,부존재,8
2024-08-15,온빛시 환경위생과,FOI-2024-00083,미르로 교차로 교통소음 실태조사 및 저감 검토 현황 (83호),미르로 교차로 주변 아파트에서 교통소음이 심각하여 거주자들의 수면 장애와 생활 불편이 발생하고 있습니다. 해당 구간의 교통소음 실태조사 결과와 방음벽 등 저감 검토 현황을 알려주시기 바랍니다.,부분공개,10
2024-05-02,누리시 바른구 환경위생과,FOI-2024-00084,온빛도서관 앞 불법 방치 폐기물 수거 및 환경정화 실적 (84호),"온빛도서관 앞 공터에 대형 폐기물이 장기간 방치되어 도서관 이용객과 주변 주민들이 불편을 겪고 있습니다. 해당 부지의 폐기물 수거 이력과 환경정화 실적, 향후 관리 계획을 요청합니다.",비공개,19
2025-11-04,해솔시 환경위생과,FOI-2025-00085,새봄역 환승구역 지하주차장 환기시설 가동 및 에너지 소비 (85호),"새봄역 환승구역 지하주차장의 환기시설 가동음이 주민들에게 불편을 주고 있다는 신고가 있습니다. 환기시설 가동 현황, 소음 측정 결과, 연간 에너지 소비량을 알려주시기 바랍니다.",비공개,14
2025-09-25,미래군 환경위생과,FOI-2025-00086,푸른마루 교차로 간이청소시설 악취 확산 방지실시 내역 (86호),"푸른마루 교차로 인근 간이청소시설에서 악취가 확산되어 주변 주민들의 일상이 영향받고 있습니다. 악취 방지 설치 현황과 해당 시설의 위생 점검 주기, recent 점검 결과를 요청합니다.",공개,2
2022-08-06,너울시 물빛구 환경위생과,FOI-2022-00087,한들동 생활권 대기환경개선사업 추진 현황 및 예산 배분 (87호),한들동 생활권의 대기환경개선을 위한 사업 추진 현황과 관련 예산 배분 내역을 알고 싶습니다. 해당 지역의 대기질 측정소 설치 계획과 저공해 차량 지원사업 등의 세부 추진 일정을 알려주시기 바랍니다.,부분공개,19
2024-03-30,도담군 안전총괄과,FOI-2024-00088,열린마을 공원 축대 공사현장 분진 저감 이행 여부 (88호),"열린마을 공원 축대 공사장에서 분진이 다량으로 발생하여 인근 주택가에 영향을 주고 있습니다. 공사기간 분진 저감 이행 현황과, 측정 결과를 요청합니다.",공개,19
2022-01-17,온빛시 환경위생과,FOI-2022-00089,라온체육센터 주변 야외음악공연 소음 내용 및 결과 (89호),라온체육센터 주변에서 주말마다 진행되는 야외음악공연으로 인해 소음이 심각하다는 민원이 제출되었습니다. 해당 공연에 대한 소음 관련 내용과 최종 처리 결과를 알려주시기 바랍니다.,부분공개,11
2024-06-14,해솔시 안전총괄과,FOI-2024-00090,가람공공청사 주변 음식물 처리시설 운영 현황 및 위생검사 결과 (90호),"가람공공청사 주변 음식물 처리시설에서 발생하는 악취로들의이 영향을 받고 있습니다. 시설의 가동 현황, 악취 제거 시설 설치 여부, 최근 위생검사 결과를 요청합니다.",비공개,12
2022-05-20,여울시 단비구 환경위생과,FOI-2022-00091,미래복합센터 인근현장의 야간 공사 인정 여부 및 기준 (91호),"미래복합센터 인근 건설현장에서 야간 공사가 실시되고 있어 거주자들이 불편을 겪고 있습니다. 해당 현장의 야간 공사 인정 여부와 허용 기준,내용을 알려주시기 바랍니다.",부분공개,14
2023-10-15,도담군 환경위생과,FOI-2023-00092,맑은마을 커뮤니티센터 흡연부스 설치 현황 및 흡연실 환경 (92호),맑은마을 커뮤니티센터 흡연부스에서 담배 연기 누출로 인해 회의실 이용이 불편하다는 민원이 있습니다. 흡연실 설치 기준과 현재 흡연실의 환기시설 갖추기 여부를 요청합니다.,부분공개,8
2024-01-20,미래군 환경위생과,FOI-2024-00093,너울천 산책로 수질 조사 결과 및 수생태계 변화 분석 (93호),너울천 산책로를 따라 수량이 줄고 물빛이 변색되었다는 주민들의 제보가 있습니다. 최근 2년간 너울천 수질 측정 결과와 수생태계 변화 분석 자료를 공개해 주시기 바랍니다.,공개,20
2023-08-02,새봄시 한울구 환경위생과,FOI-2023-00094,빛솔광장 일대 불법 투기된 폐건자재 처리 현황 및 단속 실적 (94호),빛솔광장 일대 공터에 대형 폐건자재가 불법 투기되어 미관과 환경 문제가 reported되고 있습니다. 해당 구역의 폐건자재 수거 처리 현황과 불법 투기 단속 실적을 요청합니다.,공개,15
2025-12-04,가람시 열린구 환경위생과,FOI-2025-00095,세움산업단지 인근 대기배출시설 설치허가 내용 및 굴뚝 측정 결과 (95호),세움산업단지 인근 대기배출시설의 설치허가 내용과 굴뚝 자동측정기기 측정 결과 공개를 요청합니다. 최근 1년간의 굴뚝 매연 농도 측정치와 환경기준 초과 여부를 알려주시기 바랍니다.,공개,1
2024-05-03,가람시 열린구 안전총괄과,FOI-2024-00096,해솔문화광장 생태계 교란종의 분포 조사 및 제거 계획 (96호),해솔문화광장 내에 외래 종 식물이 확산되어 토착 생태계에 영향을 주고 있다는 우려가 있습니다. 해당 지역의 생태계 교란종 분포 조사 결과와 현재까지의 제거 작업을 알려주시기 바랍니다.,공개,19
2024-11-30,온빛시 환경위생과,FOI-2024-00097,샘물동 생활권 폐수배출시설 지도 점검 실적 및 개선 내역 (97호),샘물동 생활권 내 폐수배출시설에 대한 지도 점검 실적과 개선 발부 현황을 알고 싶습니다. 해당 사업장에 대한 행정처분 이력과 개선 이행 여부를 요청합니다.,공개,7
2023-09-27,너울시 물빛구 환경위생과,FOI-2023-00098,가온로 보행구간 과속차량 단속 현황 및 속도저감 효과 (98호),가온로 보행구간에서 과속차량으로 인한 소음과 안전 문제가 지속되고 있습니다. 해당 구간의 과속 단속 실적과 최근 설치된 속도저감시설の 효과를 알려주시기 바랍니다.,부분공개,13
2025-10-21,미래군 환경위생과,FOI-2025-00099,새빛시장 주변 음식물 폐기물 수거차량 Operating 시간 조정 여부 (99호),"새빛시장 주변 음식물 폐기물 수거차량이 새벽에 운행되어 소음으로 인해 주민들이 불편을 겪고 있습니다. 수거차량의 Operating 시간 조정이 가능한지, 조정이 이루어졌다면 그 내용을 알려주시기 바랍니다.",부분공개,17
2025-11-26,가람시 열린구 안전총괄과,FOI-2025-00100,한울초 주변 통학로 교차로 신호체계 변경에 따른 소음 변화 (100호),"한울초 주변 통학로 교차로의 신호체계 변경 후, 차량과 급정거 소음이 증가했다는 민원이 있습니다. 신호체계 변경 전후의 교통소음 측정 결과를 비교하여 알려주시기 바랍니다.",부분공개,2
2025-05-22,너울시 물빛구 복지정책과,FOI-2025-00101,단열공 직종 종사자 안전교육 운영비 집행 내역 (101호),최근 근로 현장 안전사고가 빈번하게 발생하고 있습니다. 해당 직종의 작업자 안전교육 프로그램 운영비 집행내역을 알고 싶습니다. 최근 3년간 단열 시공 관련 안전교육 예산 집행내역을 요청합니다.,공개,15
2024-12-13,누리시 바른구 복지정책과,FOI-2024-00102,아파트 장기수선충당금 적립 및 사용 실적 (102호),"주거하는 아파트의 장기수선충당금이 적립 및 사용된 내역을 알고 싶습니다. 관리주체별로 집행된 항목과 금액, 시기를 구체적으로 확인할 수 있는 자료를 요청합니다.",부분공개,11
2024-10-17,빛솔시 아람구 복지정책과,FOI-2024-00103,새빛시장 주변 노후 상가 리모델링 지원 예산 (103호),시장을 자주 이용하지만 상가 건물 노후화로 보행 위험이 걱정됩니다. 시장 주변 상가 리모델링 지원에 투입된 복지예산 집행내역을 요청합니다.,부분공개,11
2024-02-01,미래군 복지정책과,FOI-2024-00104,가온로 보행구간 가로등 교체 사업비 세부 내역 (104호),아파트에서 시장까지 이어지는 보행구간 야간 조명이 부족하여 안전이 우려됩니다. 해당 구간 가로등 교체 및 사업에 투입된 예산의 세부 내역을 요청합니다.,부분공개,3
2025-12-14,누리시 바른구 재무회계과,FOI-2025-00105,맑은마을 커뮤니티센터 노인 프로그램 운영비 (105호),배우자와 함께 참여할 수 있는 복지 프로그램 확대을 희망합니다. 해당 센터에서 운영 중인 노인 대상 프로그램 예산 집행 현황을 알고 싶습니다.,공개,6
